Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,No,1,No,4th,3.64,3.6
Computer Science and Engineering,Female,3.83,5,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.61,3.6
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,10th,3.62,3.6
Computer Science and Engineering,Male,3.92,3.94,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,9th,3.64,3.6
Computer Science and Engineering,Male,3.67,4.44,"High (Above 50,000) ",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,6th,3.63,3.6
Computer Science and Engineering,Male,5,5,"Upper middle (30,000-50,000)",City,4,More than 3 Hours,2-3 Hours,80%-100%,Yes,5,Yes,4th,3.66,3.61
Computer Science and Engineering,Female,4.16,4.67,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,10th,3.66,3.62
Computer Science and Engineering,Male,4.83,5,"Lower middle (15,000-30,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.63,3.63
Computer Science and Engineering,Female,4.25,5,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.63,3.63
Computer Science and Engineering,Male,4.5,5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,4,No,11th,3.88,3.64
Computer Science and Engineering,Male,3.5,4.72,"High (Above 50,000) ",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,2nd,3.64,3.64
Computer Science and Engineering,Female,3.75,5,"Low (Below 15,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,4,Yes,11th,3.71,3.65
Computer Science and Engineering,Female,5,5,"Upper middle (30,000-50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,Yes,3,No,4th,3.6,3.65
Computer Science and Engineering,Male,4.42,5,"High (Above 50,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,10th,3.53,3.67
Computer Science and Engineering,Male,4.5,5,"Upper middle (30,000-50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,10th,3.5,3.67
Computer Science and Engineering,Male,4.42,5,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,10th,3.55,3.67
Computer Science and Engineering,Male,3.17,4.31,"High (Above 50,000)",Village,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,9th,3.5,3.67
Computer Science and Engineering,Female,3.67,4.38,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.52,3.67
Computer Science and Engineering,Male,3.83,4.94,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,No,8th,3.51,3.67
Computer Science and Engineering,Male,4.33,5,"High (Above 50,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,8th,3.52,3.67
Computer Science and Engineering,Male,4.5,5,"Low (Below 15,000) ",Village,3,2-3 Hours,2-3 Hours,60%-79%,No,3,No,6th,3.5,3.67
Computer Science and Engineering,Male,4.08,5,"High (Above 50,000)",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,6th,3.5,3.67
Computer Science and Engineering,Male,5,5,"Low (Below 15,000) ",City,5,2-3 Hours,2-3 Hours,60%-79%,No,3,No,5th,3.5,3.67
Computer Science and Engineering,Female,5,5,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,2nd,3.68,3.68
Computer Science and Engineering,Male,4.42,5,"Low (Below 15,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,2nd,3.69,3.69
Computer Science and Engineering,Male,4.17,5,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,2nd,3.69,3.69
Computer Science and Engineering,Male,4,4,"Upper middle (30,000-50,000)",Village,4,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,10th,4,3.7
Computer Science and Engineering,Male,4.17,5,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,Yes,4,Yes,10th,1.82,3.7
Computer Science and Engineering,Female,4.25,3.75,"Lower middle (15,000-30,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.18,3.7
Computer Science and Engineering,Male,3.14,4.44,"Upper middle (30,000-50,000)",City,5,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,10th,3.2,3.7
Computer Science and Engineering,Female,3.19,4.81,"Low (Below 15,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.16,3.7
Computer Science and Engineering,Female,4,5,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,60%-79%,No,5,Yes,8th,3.19,3.7
Computer Science and Engineering,Male,4.17,5,"High (Above 50,000) ",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,Yes,7th,3.17,3.7
Computer Science and Engineering,Female,3.8,4.78,"High (Above 50,000) ",Village,4,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,6th,3.19,3.7
Computer Science and Engineering,Male,3.75,4.78,"High (Above 50,000)",City,4,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,5th,3.17,3.7
Computer Science and Engineering,Male,4.5,5,"High (Above 50,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,5th,4,3.7
Computer Science and Engineering,Male,4.17,4.95,"Low (Below 15,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.7,3.7
Computer Science and Engineering,Male,4.67,4.5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.7,3.7
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,No,2nd,3.71,3.71
Computer Science and Engineering,Male,5,5,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,10th,3.73,3.71
Computer Science and Engineering,Male,3.33,4.75,"High (Above 50,000) ",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.73,3.71
Computer Science and Engineering,Male,3.58,4.78,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,7th,3.74,3.71
Computer Science and Engineering,Male,4.42,4.81,"Low (Below 15,000)",Village,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,10th,3.68,3.74
Computer Science and Engineering,Female,4.5,5,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,10th,3.68,3.74
Computer Science and Engineering,Male,5,5,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,3,No,10th,3.85,3.74
Computer Science and Engineering,Female,5,5,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.85,3.74
Computer Science and Engineering,Female,4,4.44,"Lower middle (15,000-30,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,9th,3.66,3.74
Computer Science and Engineering,Male,3.4,4,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,2,Yes,9th,3.7,3.74
Computer Science and Engineering,Male,3.58,4.5,"High (Above 50,000)",Village,3,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,8th,3.67,3.74
Computer Science and Engineering,Female,4.67,5,"High (Above 50,000) ",City,5,2-3 Hours,2-3 Hours,80%-100%,Yes,2,No,8th,3.87,3.74
Computer Science and Engineering,Male,4.08,5,"High (Above 50,000)",City,5,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,6th,3.66,3.74
Computer Science and Engineering,Male,3.83,4.83,"High (Above 50,000) ",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.67,3.74
Computer Science and Engineering,Female,4,5,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,80%-100%,No,3,No,11th,3.9,3.75
Computer Science and Engineering,Female,4,5,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,11th,3.61,3.75
Computer Science and Engineering,Male,4.25,5,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,60%-79%,No,4,No,10th,4,3.75
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,9th,4,3.75
Computer Science and Engineering,Male,3.42,5,"Upper middle (30,000-50,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,9th,4,3.75
Computer Science and Engineering,Male,4.08,4.39,"Upper middle (30,000-50,000)",Village,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,5th,4,3.75
Computer Science and Engineering,Male,4,4.36,"High (Above 50,000) ",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,3rd,4,3.75
Computer Science and Engineering,Female,3.92,4.89,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
Computer Science and Engineering,Male,4.5,5,"Upper middle (30,000-50,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
Computer Science and Engineering,Female,4,4.83,"High (Above 50,000)",Village,4,0-1 Hour,2-3 Hours,80%-100%,No,4,No,2nd,3.75,3.75
Computer Science and Engineering,Female,4.17,4.83,"Lower middle (15,000-30,000)",City,4,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
Computer Science and Engineering,Male,4.25,4.72,"High (Above 50,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,5,Yes,2nd,3.75,3.75
Computer Science and Engineering,Female,3.5,5,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
Computer Science and Engineering,Male,4.25,5,"High (Above 50,000) ",City,5,0-1 Hour,2-3 Hours,80%-100%,Yes,2,No,2nd,3.75,3.75
Computer Science and Engineering,Female,3.92,5,"Lower middle (15,000-30,000)",City,5,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
Computer Science and Engineering,Female,5,5,"Upper middle (30,000-50,000)",City,2,2-3 Hours,2-3 Hours,80%-100%,No,4,No,4th,3.66,3.76
Computer Science and Engineering,Male,4.58,5,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.89,3.78
Computer Science and Engineering,Female,5,5,"Upper middle (30,000-50,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.88,3.78
Computer Science and Engineering,Male,4.25,5,"High (Above 50,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,5th,3.88,3.78
Computer Science and Engineering,Male,4.75,5,"Lower middle (15,000-30,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,Yes,3,Yes,10th,3.75,3.8
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,4,No,4th,3.9,3.8
Computer Science and Engineering,Male,3.83,4.69,"Upper middle (30,000-50,000)",Village,5,0-1 Hour,2-3 Hours,80%-100%,No,4,No,10th,3.9,3.8
Computer Science and Engineering,Male,4.5,4.61,"High (Above 50,000)",City,5,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,6th,3.93,3.8
Computer Science and Engineering,Female,4.42,4.77,"Low (Below 15,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,3rd,3.92,3.8
Computer Science and Engineering,Female,4.08,5,"Lower middle (15,000-30,000)",Village,4,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Female,4.08,4.82,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Female,4.5,4.95,"Upper middle (30,000-50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",Village,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Male,4.17,4.95,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Female,4.17,5,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Female,4.33,4.59,"High (Above 50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Male,3.83,5,"Lower middle (15,000-30,000)",City,4,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
Computer Science and Engineering,Male,4.42,4.68,"High (Above 50,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,3.84,3.84
Computer Science and Engineering,Male,4.83,4.89,"Lower middle (15,000-30,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,4,No,5th,3.67,3.87
Computer Science and Engineering,Female,5,4.61,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,2-3 Hours,80%-100%,No,3,No,2nd,3.88,3.88
Computer Science and Engineering,Female,4.08,5,"Low (Below 15,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
Computer Science and Engineering,Male,4.5,4.89,"High (Above 50,000) ",Village,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
Computer Science and Engineering,Female,5,5,"Lower middle (15,000-30,000)",City,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
Computer Science and Engineering,Male,4.42,5,"High (Above 50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,Yes,5,No,2nd,3.88,3.88
Computer Science and Engineering,Male,4.25,5,"Low (Below 15,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,2nd,3.89,3.89
Computer Science and Engineering,Female,5,5,"Low (Below 15,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,1,No,2nd,3.91,3.91
Computer Science and Engineering,Female,5,5,"High (Above 50,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,3.93,3.93
Computer Science and Engineering,Female,4.17,5,"High (Above 50,000)",City,4,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.94,3.94
Computer Science and Engineering,Female,5,5,"Upper middle (30,000-50,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.97,3.94
Computer Science and Engineering,Male,4.75,5,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.94,3.94
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,Yes,5,No,6th,3.98,3.94
Computer Science and Engineering,Female,4.3,5,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,6th,3.94,3.94
Computer Science and Engineering,Male,3.81,4.39,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Male,4,4.39,"High (Above 50,000)  ",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Female,4.42,5,"High (Above 50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Male,4.17,4.82,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Male,3.75,4.78,"Upper middle (30,000-50,000)",City,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Male,4.42,4.95,"Upper middle (30,000-50,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Female,5,5,"High (Above 50,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Female,4,4.68,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1,More than 3 Hours,0-1 Hour,80%-100%,No,4,No,8th,4,3.95
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,4th,4,3.96
Computer Science and Engineering,Male,4.58,5,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,3,No,11th,4,3.98
Computer Science and Engineering,Male,5,5,"Upper middle (30,000-50,000)",City,5,0-1 Hour,More than 3 Hours,60%-79%,No,4,Yes,4th,4,4
Computer Science and Engineering,Female,5,5,"High (Above 50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,3rd,4,4
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,2nd,4,4
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",Village,5,0-1 Hour,More than 3 Hours,80%-100%,No,3,No,2nd,4,4
Computer Science and Engineering,Male,5,5,"Low (Below 15,000)",City,3,2-3 Hours,2-3 Hours,80%-100%,No,3,No,2nd,4,4
Computer Science and Engineering,Male,4.58,5,"High (Above 50,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Female,4.92,5,"High (Above 50,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Male,4.33,5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Male,5,5,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Female,5,5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Female,5,5,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Computer Science and Engineering,Female,4.17,5,"Upper middle (30,000-50,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4,4
Economics,Male,4.17,5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,3,Yes,11th,3.14,3.7
Economics,Male,4.75,4.83,"Low (Below 15,000)",Village,2,0-1 Hour,More than 3 Hours,60%-79%,No,2,Yes,4th,3.66,3.74
Economics,Male,4.9,5,"High (Above 50,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,10th,3.8,3.75
Economics,Male,5,4.83,"Lower middle (15,000-30,000)",Village,2,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,4,4
Electrical and Electronic Engineering,Male,3.42,4.33,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,Yes,2,Yes,7th,3.83,2.97
English,Female,3.5,4.2,"Upper middle (30,000-50,000)",City,2,More than 3 Hours,More than 3 Hours,60%-79%,No,2,Yes,6th,3.25,3.15
English,Male,4.33,4.39,"Lower middle (15,000-30,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,4th,3.25,3.32
English,Female,4.5,4,"Upper middle (30,000-50,000)",City,2,2-3 Hours,0-1 Hour,60%-79%,No,3,Yes,7th,3.33,3.33
English,Male,3.58,4.88,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,60%-79%,No,4,Yes,11th,3.35,3.45
English,Female,5,5,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,5th,3.43,3.47
English,Female,5,5,"Low (Below 15,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,3rd,3.55,3.47
English,Female,5,5,"Low (Below 15,000)",City,1,0-1 Hour,2-3 Hours,80%-100%,No,3,No,3rd,3.58,3.56
English,Male,4.25,4.41,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,0-1 Hour,80%-100%,No,4,Yes,12th,3.66,3.6
English,Female,4.25,5,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,4,Yes,10th,3.75,3.68
English,Female,4.25,5,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.85,3.74
English,Female,4.25,4.68,"High (Above 50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.71,3.75
English,Male,5,5,"Lower middle (15,000-30,000)",City,2,0-1 Hour,0-1 Hour,80%-100%,No,4,Yes,4th,3.93,3.8
English,Female,4.58,5,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.83,3.83
English,Male,5,5,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,4th,4,3.93
"Journalism, Communication and Media Studies",Male,3.27,4.82,"Upper middle (30,000-50,000)",City,2,0-1 Hour,2-3 Hours,40%-59%,No,3,Yes,2nd,2.25,2.25
"Journalism, Communication and Media Studies",Female,4.67,4.56,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,2nd,2.5,2.5
"Journalism, Communication and Media Studies",Male,3.83,3,"Low (Below 15,000)",Village,2,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,3rd,3.17,3
"Journalism, Communication and Media Studies",Male,4.42,3.94,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,80%-100%,No,5,No,2nd,3.09,3.09
"Journalism, Communication and Media Studies",Female,4.5,4.28,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,2,Yes,2nd,3.17,3.17
"Journalism, Communication and Media Studies",Female,3.08,3.33,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,No,3rd,2.17,3.5
"Journalism, Communication and Media Studies",Male,4.53,3.91,"Low (Below 15,000)",Village,5,0-1 Hour,0-1 Hour,80%-100%,No,2,Yes,3rd,3.83,3.5
"Journalism, Communication and Media Studies",Female,4.5,4.34,"High (Above 50,000)",Village,3,More than 3 Hours,0-1 Hour,80%-100%,No,5,Yes,2nd,3.5,3.5
"Journalism, Communication and Media Studies",Male,4,4,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,12th,3.56,3.6
"Journalism, Communication and Media Studies",Female,2.85,3.64,"Low (Below 15,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,Yes,3,Yes,6th,3.5,3.67
"Journalism, Communication and Media Studies",Male,4,4.33,"Upper middle (30,000-50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,11th,3.88,3.78
"Journalism, Communication and Media Studies",Male,3.17,3.17,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,3,Yes,3rd,3.83,3.8
"Journalism, Communication and Media Studies",Female,4.42,4.72,"Lower middle (15,000-30,000)",City,4,0-1 Hour,2-3 Hours,80%-100%,No,3,Yes,12th,4,4
Law and Human Rights,Female,5,5,"Low (Below 15,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,4,Yes,2nd,3.69,3.69
Law and Human Rights,Female,3.58,4.86,"Lower middle (15,000-30,000)",Village,1,0-1 Hour,2-3 Hours,60%-79%,No,1,Yes,4th,3.9,3.79
Political Science,Female,3.5,4,"Upper middle (30,000-50,000)",City,2,More than 3 Hours,More than 3 Hours,80%-100%,Yes,5,No,10th,3.15,2.85
Political Science,Male,5,4.94,"High (Above 50,000)",City,5,0-1 Hour,2-3 Hours,Below 40%,No,4,Yes,2nd,3.31,3.31
Political Science,Male,5,4.68,"Low (Below 15,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,5th,3.56,3.56
Political Science,Female,4.25,3.72,"Lower middle (15,000-30,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,Yes,1,Yes,2nd,3.68,3.68
Political Science,Female,5,4.89,"High (Above 50,000)",Village,2,2-3 Hours,2-3 Hours,80%-100%,No,2,Yes,3rd,3.88,3.88
Political Science,Male,5,4.78,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,0-1 Hour,80%-100%,No,1,Yes,2nd,3.94,3.94
Public Health,Male,3.5,4,"Lower middle (15,000-30,000)",Village,2,More than 3 Hours,2-3 Hours,40%-59%,Yes,2,Yes,7th,3.25,3.1
Public Health,Male,4.5,4,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,Yes,9th,3.5,3.67
Sociology,Female,4.56,3.67,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,40%-59%,No,2,No,2nd,3.56,3.56
Sociology,Male,4.23,4.5,"Low (Below 15,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,10th,3.61,3.75
Sociology,Female,3.83,5,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,4,Yes,12th,4,3.86
